"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2804282","Mayank  Goel and Eric  Whitmire and Alex  Mariakakis and T. Scott Saponas and Neel  Joshi and Dan  Morris and Brian  Guenter and Marcel  Gavriliu and Gaetano  Borriello and Shwetak N. Patel","","","","HyperCam: Hyperspectral Imaging for Ubiquitous Computing Applications","145--156","","12","computer vision, multispectral imaging, sensing","10.1145/2750858.2804282","","","","","","","2015","","Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing","UbiComp '15","","978-1-4503-3574-4","Osaka, Japan","ACM","New York, NY, USA"
"article","2800961","Benedikt  Schmidt and Sebastian  Benchea and R&#252;diger  Eichin and Christian  Meurisch","","","","Fitness Tracker or Digital Personal Coach: How to Personalize Training","1063--1067","","5","health, personal informatics, personal virtual assistant, pervasive computing","10.1145/2800835.2800961","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","3124457","Christian  Meurisch and Usman  Naeem and Philipp M. Scholl and Muhammad Awais Azam and Sebastian  G&#252;nther and Paul  Baumann and Shafiq ur R&#233;hman and Max  M&#252;hlh&#228;user","","","","SmartGuidance'17: 2Nd Workshop on Intelligent Personal Support of Human Behavior","623--626","","4","anticipatory mobile computing, mobile sensing, personal assistance, pervasive environment, ubiquitous devices","10.1145/3123024.3124457","","","","","","","2017","","Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers","UbiComp '17","","978-1-4503-5190-4","Maui, Hawaii","ACM","New York, NY, USA"
"article","3362038","Yuanyuan  Yang","","","","A Vision Towards Pervasive Edge Computing","1--1","","1","data discovery and delivery, edge computing, pervasive computing","10.1145/3345768.3362038","","","","","","","2019","","Proceedings of the 22Nd International ACM Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems","MSWIM '19","","978-1-4503-6904-6","Miami Beach, FL, USA","ACM","New York, NY, USA"
"article","3004294","Ilche  Georgievski and Marco  Aiello","","","","Automated Planning for Ubiquitous Computing","63:1--63:46","63","46","Planning domain modelling, ambient intelligence, pervasive computing, planning techniques, smart environments","10.1145/3004294","ACM Comput. Surv.","February 2017","49","4","","December","2016","0360-0300","","","","","","ACM","New York, NY, USA"
"article","2815380","James M. Rehg","","","","Behavioral Imaging Technology for Modeling, Analyzing, and Visualizing Social and Communicative Behavior","909--910","","2","computational behavioral science, computer vision","10.1145/2800835.2815380","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","2775317","Nicholas F. Polys and Benjamin  Knapp and Matthew  Bock and Christina  Lidwin and Dane  Webster and Nathan  Waggoner and Ivica  Bukvic","","","","Fusality: An Open Framework for Cross-platform Mirror World Installations","171--179","","9","X3D, X3DOM, mixed reality, ubiquitous computing, unity","10.1145/2775292.2775317","","","","","","","2015","","Proceedings of the 20th International Conference on 3D Web Technology","Web3D '15","","978-1-4503-3647-5","Heraklion, Crete, Greece","ACM","New York, NY, USA"
"article","2757729","Dirk  B&#246;rner and Marco  Kalz and Marcus  Specht","","","","They Want to Tell Us: Attention-aware Design and Evaluation of Ambient Displays for Learning","147--153","","7","Ubiquitous computing, attention-awareness, contextualisation, design, evaluation, public displays, sensors","10.1145/2757710.2757729","","","","","","","2015","","Proceedings of the 4th International Symposium on Pervasive Displays","PerDis '15","","978-1-4503-3608-6","Saarbruecken, Germany","ACM","New York, NY, USA"
"article","2968559","Diana  L&#246;ffler and Alexandra  Kaul and Robert  Tscharn and J&#246;rn  Hurtienne","","","","Autonomous Desktop Companions: Comparing Interactive Zoomorphs","682--685","","4","autonomy, interactive devices, robotic assistants, ubiquitous computing, zoomorphic interfaces","10.1145/2968219.2968559","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3232655","Prawit  Yasothorn and Tachasit  Chueprasert and Witchaya  Towongpaichayont","","","","Death Escape: A Case Study of Merging Ubiquitous Activities into a Hardcore Computer Game","121--126","","6","Ubiquitous game, human computer interaction, mixed reality, mobile and wireless sensor, pervasive game","10.1145/3232651.3232655","","","","","","","2018","","Proceedings of the 2018 International Conference on Control and Computer Vision","ICCCV '18","","978-1-4503-6470-6","Singapore, Singapore","ACM","New York, NY, USA"
"article","3343759","Bernardo  Marques and Raphael  Carvalho and Paulo  Dias and Beatriz S. Santos","","","","Pervasive Augmented Reality for Indoor Uninterrupted Experiences: A User Study","141--144","","4","context-sensitive computing, pervasive augmented reality, uninterrupted experiences, user study","10.1145/3341162.3343759","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3268778","Luis  Valente and Bruno  Feij&#243; and Julio Cesar Sampaio Do Prado Leite and Esteban  Clua","","","","A Method to Assess Pervasive Qualities in Mobile Games","647--670","","24","Game design, Non-functional requirements, Pervasive mobile games, Pervasiveness, Ubiquitous systems","10.1007/s00779-017-1107-0","Personal Ubiquitous Comput.","August    2018","22","4","","August","2018","1617-4909","","","","","","Springer-Verlag","Berlin, Heidelberg"
"article","2805846","Saman  Naderiparizi and Yi  Zhao and James  Youngquist and Alanson P. Sample and Joshua R. Smith","","","","Self-localizing Battery-free Cameras","445--449","","5","RFID, battery-free, camera, self-localization, sensor networks","10.1145/2750858.2805846","","","","","","","2015","","Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing","UbiComp '15","","978-1-4503-3574-4","Osaka, Japan","ACM","New York, NY, USA"
"article","2804401","Callum  Parker and Martin  Tomitsch and Judy  Kay and Matthias  Baldauf","","","","Keeping It Private: An Augmented Reality Approach to Citizen Participation with Public Displays","807--812","","6","civic computing, community engagement, mobile augmented reality, pervasive displays, pervasive participation","10.1145/2800835.2804401","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","3125582","Selima  Curci and Alessando  Mura and Daniele  Riboni","","","","Toward Naturalistic Self-Monitoring of Medicine Intake","3:1--3:6","3","6","Medicine intake monitoring, activity recognition, e-health, pervasive computing","10.1145/3125571.3125582","","","","","","","2017","","Proceedings of the 12th Biannual Conference on Italian SIGCHI Chapter","CHItaly '17","","978-1-4503-5237-6","Cagliari, Italy","ACM","New York, NY, USA"
"article","2933328","Mateusz  Mikusz","","","","Understanding Mobile User Engagement with Pervasive Computing Systems","11--12","","2","analytics, digital signage, mobile user engagement, pervasive computing","10.1145/2930056.2933328","","","","","","","2016","","Proceedings of on MobiSys 2016 PhD Forum","Ph.D. Forum '16","","978-1-4503-4331-2","Singapore, Singapore","ACM","New York, NY, USA"
"article","2805834","Jonathan  Rubin and Hoda  Eldardiry and Rui  Abreu and Shane  Ahern and Honglu  Du and Ashish  Pattekar and Daniel G. Bobrow","","","","Towards a Mobile and Wearable System for Predicting Panic Attacks","529--533","","5","affective computing, mHealth, physiological monitoring","10.1145/2750858.2805834","","","","","","","2015","","Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing","UbiComp '15","","978-1-4503-3574-4","Osaka, Japan","ACM","New York, NY, USA"
"article","2971747","Abhinav  Mehrotra and Robert  Hendley and Mirco  Musolesi","","","","PrefMiner: Mining User's Preferences for Intelligent Mobile Notification Management","1223--1234","","12","context-aware computing, interruptibility, notifications","10.1145/2971648.2971747","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing","UbiComp '16","","978-1-4503-4461-6","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2804334","Jussi  Rantala and Jari  Kangas and Poika  Isokoski and Deepak  Akkil and Oleg  &#352;pakov and Roope  Raisamo","","","","Haptic Feedback of Gaze Gestures with Glasses: Localization Accuracy and Effectiveness","855--862","","8","gaze gestures, gaze tracking, haptic stimulation, haptics, pervasive computing, smart eyewear, smart glasses, wearable computing","10.1145/2800835.2804334","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","3151760","Alexander  Novotny and Christine  Bauer","","","","What Do We Really Talk About when We Talk About Context in Pervasive Computing: A Review and Exploratory Analysis","301--310","","10","context, context elements, domain-specific, pervasive computing, review","10.1145/3151759.3151760","","","","","","","2017","","Proceedings of the 19th International Conference on Information Integration and Web-based Applications & Services","iiWAS '17","","978-1-4503-5299-4","Salzburg, Austria","ACM","New York, NY, USA"
"article","3350764","Philipp  Wintersberger and Remo  van der Heiden and Shadan Sadeghian Borojeni and Michael A. Gerber and Paul  Green","","","","First Workshop on Attentive and Pervasive UI in Automated Vehicles","63--70","","8","attentive user interfaces, automated driving, pervasive computing, workload management","10.1145/3349263.3350764","","","","","","","2019","","Proceedings of the 11th International Conference on Automotive User Interfaces and Interactive Vehicular Applications: Adjunct Proceedings","AutomotiveUI '19","","978-1-4503-6920-6","Utrecht, Netherlands","ACM","New York, NY, USA"
"article","2809438","Ana  Caraban and Maria Jos&#233; Ferreira and R&#250;ben  Gouveia and Evangelos  Karapanos","","","","Social Toothbrush: Fostering Family Nudging Around Tooth Brushing Habits","649--653","","5","behavior change, family, persuasive technology, tooth brushing, ubiquitous computing","10.1145/2800835.2809438","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","2804257","Muchen  Wu and Parth H. Pathak and Prasant  Mohapatra","","","","Monitoring Building Door Events Using Barometer Sensor in Smartphones","319--323","","5","barometer, building monitoring, mobile computing","10.1145/2750858.2804257","","","","","","","2015","","Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing","UbiComp '15","","978-1-4503-3574-4","Osaka, Japan","ACM","New York, NY, USA"
"article","3016066","Alexander  Samodelkin and Paula  Alavesa and Alexander  Voroshilov","","","","A Platform for Pervasive Games for Research","335--337","","3","game development platform, mobile games, pervasive games","10.1145/3012709.3016066","","","","","","","2016","","Proceedings of the 15th International Conference on Mobile and Ubiquitous Multimedia","MUM '16","","978-1-4503-4860-7","Rovaniemi, Finland","ACM","New York, NY, USA"
